chr	start	end	strand	length	TE_ID	TE_Family	TE_Super_Family
chr1	6470399	6470472	-	74	AT1TE20980	RathE1_cons	RathE1_cons
chr1	9412334	9412459	+	126	AT1TE30330	RathE1_cons	RathE1_cons
chr1	10443987	10444101	+	115	AT1TE33750	RathE1_cons	RathE1_cons
chr1	11204438	11204636	-	199	AT1TE36215	RathE1_cons	RathE1_cons
chr1	11295151	11295230	-	80	AT1TE36540	RathE1_cons	RathE1_cons
chr1	11644394	11644558	-	165	AT1TE37685	RathE1_cons	RathE1_cons
chr1	12133221	12133331	-	111	AT1TE39340	RathE1_cons	RathE1_cons
chr1	12264675	12264732	-	58	AT1TE39845	RathE1_cons	RathE1_cons
chr1	12327517	12327584	+	68	AT1TE40085	RathE1_cons	RathE1_cons
chr1	12394285	12394446	+	162	AT1TE40315	RathE1_cons	RathE1_cons
chr1	12662731	12662924	-	194	AT1TE41340	RathE1_cons	RathE1_cons
chr1	12963538	12963565	+	28	AT1TE42260	RathE1_cons	RathE1_cons
chr1	12963566	12963716	+	151	AT1TE42265	RathE1_cons	RathE1_cons
chr1	13039450	13039584	-	135	AT1TE42560	RathE1_cons	RathE1_cons
chr1	13460097	13460265	+	169	AT1TE44040	RathE1_cons	RathE1_cons
chr1	14169506	14169611	+	106	AT1TE46545	RathE1_cons	RathE1_cons
chr1	16156712	16156864	+	153	AT1TE53230	RathE1_cons	RathE1_cons
chr1	16156865	16156897	+	33	AT1TE53235	RathE1_cons	RathE1_cons
chr1	16760358	16760497	+	140	AT1TE55385	RathE1_cons	RathE1_cons
chr1	16936779	16936968	-	190	AT1TE56100	RathE1_cons	RathE1_cons
chr1	16939242	16939447	+	206	AT1TE56120	RathE1_cons	RathE1_cons
chr1	17122261	17122323	+	63	AT1TE56680	RathE1_cons	RathE1_cons
chr1	17229160	17229303	-	144	AT1TE57120	RathE1_cons	RathE1_cons
chr1	17293310	17293444	-	135	AT1TE57310	RathE1_cons	RathE1_cons
chr1	17384369	17384486	+	118	AT1TE57570	RathE1_cons	RathE1_cons
chr1	17766177	17766266	-	90	AT1TE59000	RathE1_cons	RathE1_cons
chr1	18029276	18029335	-	60	AT1TE59790	RathE1_cons	RathE1_cons
chr1	18122214	18122286	+	73	AT1TE60080	RathE1_cons	RathE1_cons
chr1	18924997	18925035	-	39	AT1TE62690	RathE1_cons	RathE1_cons
chr1	19233923	19234058	-	136	AT1TE63730	RathE1_cons	RathE1_cons
chr1	19812618	19812734	+	117	AT1TE65505	RathE1_cons	RathE1_cons
chr1	20432159	20432312	-	154	AT1TE67480	RathE1_cons	RathE1_cons
chr1	20497386	20497522	-	137	AT1TE67710	RathE1_cons	RathE1_cons
chr1	21228851	21229015	-	165	AT1TE70150	RathE1_cons	RathE1_cons
chr1	21659915	21660054	-	140	AT1TE71485	RathE1_cons	RathE1_cons
chr1	21683264	21683488	+	225	AT1TE71550	RathE1_cons	RathE1_cons
chr1	21956886	21957049	-	164	AT1TE72490	RathE1_cons	RathE1_cons
chr1	21957836	21957975	-	140	AT1TE72500	RathE1_cons	RathE1_cons
chr1	21972536	21972703	-	168	AT1TE72550	RathE1_cons	RathE1_cons
chr1	22162432	22162602	+	171	AT1TE73160	RathE1_cons	RathE1_cons
chr1	22542139	22542307	+	169	AT1TE74360	RathE1_cons	RathE1_cons
chr1	22953881	22954021	+	141	AT1TE75650	RathE1_cons	RathE1_cons
chr1	23749099	23749264	+	166	AT1TE78180	RathE1_cons	RathE1_cons
chr1	24317404	24317613	+	210	AT1TE79940	RathE1_cons	RathE1_cons
chr1	24356397	24356536	+	140	AT1TE80045	RathE1_cons	RathE1_cons
chr1	24937493	24937572	+	80	AT1TE81900	RathE1_cons	RathE1_cons
chr1	26650761	26650921	-	161	AT1TE87255	RathE1_cons	RathE1_cons
chr1	27440621	27440798	+	178	AT1TE89780	RathE1_cons	RathE1_cons
chr2	204539	204686	-	148	AT2TE00795	RathE1_cons	RathE1_cons
chr2	275809	275985	-	177	AT2TE01120	RathE1_cons	RathE1_cons
chr2	379376	379539	-	164	AT2TE01570	RathE1_cons	RathE1_cons
chr2	429197	429343	+	147	AT2TE01790	RathE1_cons	RathE1_cons
chr2	440427	440595	-	169	AT2TE01850	RathE1_cons	RathE1_cons
chr2	603503	603585	+	83	AT2TE02555	RathE1_cons	RathE1_cons
chr2	755501	755787	+	287	AT2TE03300	RathE1_cons	RathE1_cons
chr2	762466	762603	-	138	AT2TE03340	RathE1_cons	RathE1_cons
chr2	1333058	1333118	-	61	AT2TE06055	RathE1_cons	RathE1_cons
chr2	1850221	1850451	-	231	AT2TE08500	RathE1_cons	RathE1_cons
chr2	1850452	1850484	-	33	AT2TE08505	RathE1_cons	RathE1_cons
chr2	1943073	1943164	+	92	AT2TE08935	RathE1_cons	RathE1_cons
chr2	2010534	2010652	+	119	AT2TE09215	RathE1_cons	RathE1_cons
chr2	4938516	4938640	-	125	AT2TE20270	RathE1_cons	RathE1_cons
chr2	5018617	5018703	-	87	AT2TE20615	RathE1_cons	RathE1_cons
chr2	5936651	5936768	-	118	AT2TE24185	RathE1_cons	RathE1_cons
