chr	start	end	strand	length	TE_ID	TE_Family	TE_Super_Family
chr1	10978569	10978647	-	79	AT1TE35450	RathE2_cons	RathE2_cons
chr1	12542349	12542532	+	184	AT1TE40850	RathE2_cons	RathE2_cons
chr1	12646096	12646216	-	121	AT1TE41295	RathE2_cons	RathE2_cons
chr1	15935440	15935710	+	271	AT1TE52520	RathE2_cons	RathE2_cons
chr1	17021909	17021987	+	79	AT1TE56375	RathE2_cons	RathE2_cons
chr1	17392184	17392257	-	74	AT1TE57590	RathE2_cons	RathE2_cons
chr1	19700965	19701109	+	145	AT1TE65105	RathE2_cons	RathE2_cons
chr1	21233452	21233483	+	32	AT1TE70160	RathE2_cons	RathE2_cons
chr1	22226783	22226866	-	84	AT1TE73405	RathE2_cons	RathE2_cons
chr1	24622554	24622623	+	70	AT1TE80880	RathE2_cons	RathE2_cons
chr1	25705082	25705258	+	177	AT1TE84270	RathE2_cons	RathE2_cons
chr1	27999670	27999744	+	75	AT1TE91610	RathE2_cons	RathE2_cons
chr2	403449	403533	-	85	AT2TE01670	RathE2_cons	RathE2_cons
chr2	403534	403617	-	84	AT2TE01675	RathE2_cons	RathE2_cons
chr2	612658	612921	-	264	AT2TE02595	RathE2_cons	RathE2_cons
chr2	1277998	1278286	-	289	AT2TE05785	RathE2_cons	RathE2_cons
chr2	1473524	1473575	-	52	AT2TE06825	RathE2_cons	RathE2_cons
chr2	1668883	1668990	-	108	AT2TE07730	RathE2_cons	RathE2_cons
chr2	4143440	4143644	-	205	AT2TE17510	RathE2_cons	RathE2_cons
chr2	6468577	6468705	-	129	AT2TE26415	RathE2_cons	RathE2_cons
chr2	7161192	7161512	-	321	AT2TE29150	RathE2_cons	RathE2_cons
chr2	8707212	8707440	-	229	AT2TE36500	RathE2_cons	RathE2_cons
chr2	9484517	9484592	+	76	AT2TE40340	RathE2_cons	RathE2_cons
chr2	15511980	15512025	-	46	AT2TE69210	RathE2_cons	RathE2_cons
chr2	18106654	18107024	+	371	AT2TE82000	RathE2_cons	RathE2_cons
chr3	1964162	1964439	-	278	AT3TE08270	RathE2_cons	RathE2_cons
chr3	1969731	1970008	+	278	AT3TE08290	RathE2_cons	RathE2_cons
chr3	7594360	7594652	-	293	AT3TE31910	RathE2_cons	RathE2_cons
chr3	8185801	8186008	+	208	AT3TE34340	RathE2_cons	RathE2_cons
chr3	8332090	8332378	+	289	AT3TE34940	RathE2_cons	RathE2_cons
chr3	9646566	9646691	-	126	AT3TE40225	RathE2_cons	RathE2_cons
chr3	10652264	10652394	+	131	AT3TE44270	RathE2_cons	RathE2_cons
chr3	10869742	10869890	+	149	AT3TE45200	RathE2_cons	RathE2_cons
chr3	11162716	11162948	-	233	AT3TE46410	RathE2_cons	RathE2_cons
chr3	11162949	11162970	-	22	AT3TE46415	RathE2_cons	RathE2_cons
chr3	11279283	11279565	+	283	AT3TE47005	RathE2_cons	RathE2_cons
chr3	12140772	12140899	+	128	AT3TE50475	RathE2_cons	RathE2_cons
chr3	15753055	15753157	+	103	AT3TE63685	RathE2_cons	RathE2_cons
chr3	16817888	16817997	-	110	AT3TE68105	RathE2_cons	RathE2_cons
chr3	18790062	18790152	-	91	AT3TE76220	RathE2_cons	RathE2_cons
chr3	18844872	18845075	+	204	AT3TE76410	RathE2_cons	RathE2_cons
chr3	20676386	20676476	+	91	AT3TE84080	RathE2_cons	RathE2_cons
chr4	645876	645970	+	95	AT4TE03350	RathE2_cons	RathE2_cons
chr4	728326	728533	+	208	AT4TE03740	RathE2_cons	RathE2_cons
chr4	2322943	2323111	+	169	AT4TE10770	RathE2_cons	RathE2_cons
chr4	5158926	5159012	-	87	AT4TE21410	RathE2_cons	RathE2_cons
chr4	6030004	6030024	-	21	AT4TE25390	RathE2_cons	RathE2_cons
chr4	6030025	6030310	-	286	AT4TE25395	RathE2_cons	RathE2_cons
chr4	6030311	6030336	-	26	AT4TE25400	RathE2_cons	RathE2_cons
chr4	6337443	6337520	-	78	AT4TE26985	RathE2_cons	RathE2_cons
chr4	6596736	6597036	-	301	AT4TE28220	RathE2_cons	RathE2_cons
chr4	6719179	6719207	-	29	AT4TE28850	RathE2_cons	RathE2_cons
chr4	7040259	7040335	+	77	AT4TE30485	RathE2_cons	RathE2_cons
chr4	7322674	7323027	-	354	AT4TE31900	RathE2_cons	RathE2_cons
chr4	7718353	7718596	+	244	AT4TE33820	RathE2_cons	RathE2_cons
chr4	8306186	8306299	-	114	AT4TE36805	RathE2_cons	RathE2_cons
chr4	10272476	10272587	+	112	AT4TE46805	RathE2_cons	RathE2_cons
chr4	10294200	10294372	+	173	AT4TE46920	RathE2_cons	RathE2_cons
chr5	8290630	8290813	-	184	AT5TE29980	RathE2_cons	RathE2_cons
chr5	8594143	8594374	+	232	AT5TE31090	RathE2_cons	RathE2_cons
chr5	9155765	9155979	+	215	AT5TE33120	RathE2_cons	RathE2_cons
chr5	9248837	9248980	-	144	AT5TE33450	RathE2_cons	RathE2_cons
chr5	10428286	10428381	-	96	AT5TE38055	RathE2_cons	RathE2_cons
chr5	15166615	15166664	+	50	AT5TE54885	RathE2_cons	RathE2_cons
chr5	15590037	15590152	-	116	AT5TE56380	RathE2_cons	RathE2_cons
chr5	15699189	15699489	+	301	AT5TE56690	RathE2_cons	RathE2_cons
chr5	15874638	15874716	+	79	AT5TE57310	RathE2_cons	RathE2_cons
chr5	16864433	16864545	-	113	AT5TE60890	RathE2_cons	RathE2_cons
chr5	16865383	16865623	+	241	AT5TE60895	RathE2_cons	RathE2_cons
chr5	17833560	17833840	+	281	AT5TE64405	RathE2_cons	RathE2_cons
chr5	18148192	18148279	+	88	AT5TE65380	RathE2_cons	RathE2_cons
chr5	18381223	18381573	-	351	AT5TE66160	RathE2_cons	RathE2_cons
chr5	19967729	19967974	+	246	AT5TE71885	RathE2_cons	RathE2_cons
chr5	24994184	24994477	-	294	AT5TE89930	RathE2_cons	RathE2_cons
