chr	start	end	strand	ID
chr1	64166	67625	-	AT1G01140
chr1	132328	135831	-	AT1G01340
chr1	209395	213041	+	AT1G01580
chr1	214229	217304	+	AT1G01590
chr1	242843	245988	-	AT1G01670
chr1	249141	252462	+	AT1G01690
chr1	298535	302315	-	AT1G01830
chr1	316128	319650	+	AT1G01920
chr1	319836	322860	-	AT1G01930
chr1	389812	392816	+	AT1G02100
chr1	418748	422438	+	AT1G02205
chr1	443149	446235	-	AT1G02270
chr1	564205	567769	+	AT1G02640
chr1	571955	574981	-	AT1G02660
chr1	626741	629819	+	AT1G02840
chr1	673306	676378	+	AT1G02970
chr1	677869	681310	+	AT1G02980
chr1	799191	802436	+	AT1G03270
chr1	807361	810868	+	AT1G03290
chr1	813471	816749	+	AT1G03310
chr1	826569	830383	+	AT1G03365
chr1	844436	847683	-	AT1G03410
chr1	860788	864125	-	AT1G03457
chr1	894254	897518	-	AT1G03590
chr1	933512	937043	+	AT1G03740
chr1	937920	941162	+	AT1G03750
chr1	1001321	1004383	+	AT1G03920
chr1	1004769	1008370	+	AT1G03930
chr1	1018570	1022108	-	AT1G03980
chr1	1036537	1040224	+	AT1G04020
chr1	1045598	1049297	-	AT1G04050
chr1	1081208	1084246	-	AT1G04150
chr1	1143436	1146654	-	AT1G04280
chr1	1198118	1201527	+	AT1G04430
chr1	1202255	1205803	+	AT1G04440
chr1	1211049	1214662	-	AT1G04470
chr1	1282741	1286584	-	AT1G04620
chr1	1345036	1348451	+	AT1G04790
chr1	1358574	1362019	-	AT1G04830
chr1	1365118	1368844	-	AT1G04850
chr1	1375961	1379185	-	AT1G04880
chr1	1387871	1391187	-	AT1G04910
chr1	1399174	1403112	+	AT1G04945
chr1	1407801	1410868	-	AT1G04960
chr1	1425593	1428782	+	AT1G05000
chr1	1438152	1441417	-	AT1G05030
chr1	1487378	1490947	-	AT1G05160
chr1	1491111	1494248	-	AT1G05170
chr1	1498114	1501824	-	AT1G05180
chr1	1560678	1564123	-	AT1G05350
chr1	1569192	1572280	-	AT1G05370
chr1	1601148	1605027	-	AT1G05460
chr1	1665433	1668904	-	AT1G05580
chr1	1697587	1701025	-	AT1G05670
chr1	1709796	1713245	+	AT1G05700
chr1	1721509	1724734	+	AT1G05750
chr1	1762734	1766281	-	AT1G05840
chr1	1804401	1807471	-	AT1G05950
chr1	1906963	1910848	+	AT1G06230
chr1	1922352	1926278	+	AT1G06290
chr1	1926791	1930258	+	AT1G06310
chr1	1954850	1958756	+	AT1G06410
chr1	2003627	2007190	-	AT1G06550
chr1	2027739	2031388	+	AT1G06630
chr1	2052481	2055548	-	AT1G06700
chr1	2056575	2060242	-	AT1G06710
chr1	2072979	2076505	+	AT1G06750
chr1	2078911	2081939	-	AT1G06770
chr1	2083311	2087131	+	AT1G06780
chr1	2092946	2096232	-	AT1G06820
chr1	2111363	2114601	-	AT1G06890
chr1	2208719	2212546	-	AT1G07200
chr1	2229757	2232897	-	AT1G07270
chr1	2238087	2241217	+	AT1G07280
chr1	2264829	2268306	-	AT1G07380
chr1	2291457	2294588	+	AT1G07470
chr1	2296023	2299470	-	AT1G07480
chr1	2322653	2326561	-	AT1G07550
chr1	2327320	2331096	+	AT1G07560
chr1	2397442	2400508	-	AT1G07740
chr1	2428773	2432057	-	AT1G07870
chr1	2469286	2472628	-	AT1G07970
chr1	2489501	2493250	-	AT1G08030
chr1	2495342	2498764	-	AT1G08040
chr1	2552036	2555161	-	AT1G08140
chr1	2577020	2580669	-	AT1G08210
chr1	2583654	2586744	-	AT1G08230
chr1	2609996	2613242	-	AT1G08290
chr1	2632810	2635852	-	AT1G08350
chr1	2646189	2649379	+	AT1G08410
chr1	2675813	2679781	+	AT1G08465
chr1	2691080	2694377	-	AT1G08510
chr1	2703336	2706845	+	AT1G08540
chr1	2718778	2722221	+	AT1G08590
chr1	2801067	2804537	+	AT1G08750
chr1	2805371	2808621	+	AT1G08760
chr1	2821552	2825275	-	AT1G08820
chr1	2842153	2846138	+	AT1G08860
chr1	2848348	2852270	+	AT1G08890
chr1	2852454	2855779	+	AT1G08900
chr1	2867259	2870656	+	AT1G08920
chr1	2873465	2877270	+	AT1G08930
chr1	2932739	2936586	+	AT1G09090
chr1	2942564	2945961	-	AT1G09140
chr1	2967940	2971498	-	AT1G09195
chr1	2972842	2976750	-	AT1G09210
chr1	2979520	2982624	-	AT1G09230
chr1	2994369	2998222	+	AT1G09270
chr1	2998100	3001315	-	AT1G09280
chr1	3026135	3029549	-	AT1G09380
chr1	3038462	3041873	-	AT1G09420
chr1	3041996	3045402	+	AT1G09430
chr1	3112778	3116699	-	AT1G09620
chr1	3127771	3131094	-	AT1G09660
chr1	3140868	3144370	+	AT1G09710
chr1	3161841	3165360	+	AT1G09770
chr1	3173534	3176910	+	AT1G09795
chr1	3176883	3180421	-	AT1G09800
chr1	3180936	3184224	-	AT1G09810
chr1	3214237	3217538	-	AT1G09890
chr1	3252240	3255693	+	AT1G09970
chr1	3297324	3300443	-	AT1G10095
chr1	3333595	3337491	-	AT1G10170
chr1	3338303	3341608	-	AT1G10180
chr1	3356680	3359838	-	AT1G10240
chr1	3424186	3427457	-	AT1G10417
chr1	3465964	3469248	+	AT1G10520
chr1	3474864	3477927	-	AT1G10540
chr1	3487584	3491277	+	AT1G10570
chr1	3535383	3538439	+	AT1G10670
chr1	3558358	3561634	+	AT1G10710
chr1	3574807	3578474	-	AT1G10750
chr1	3624035	3627082	-	AT1G10880
chr1	3627726	3630765	+	AT1G10890
chr1	3644420	3647768	-	AT1G10920
chr1	3690212	3693648	-	AT1G11070
chr1	3694672	3698013	-	AT1G11080
chr1	3740765	3744675	+	AT1G11170
chr1	3777328	3780337	+	AT1G11260
chr1	3787334	3790876	-	AT1G11280
chr1	3800738	3804185	-	AT1G11310
chr1	3810093	3813607	+	AT1G11330
chr1	3814116	3817420	-	AT1G11340
chr1	3817591	3820805	-	AT1G11350
chr1	3834459	3837629	-	AT1G11390
chr1	3841286	3844432	+	AT1G11410
chr1	3914774	3918176	+	AT1G11650
chr1	3928162	3931576	-	AT1G11670
chr1	3963054	3966824	-	AT1G11740
chr1	3981248	3985215	+	AT1G11790
chr1	4049896	4053835	-	AT1G12000
chr1	4072752	4076207	+	AT1G12050
chr1	4121369	4124595	+	AT1G12140
chr1	4144572	4147911	+	AT1G12220
chr1	4147962	4151056	+	AT1G12230
chr1	4153652	4157644	+	AT1G12240
chr1	4162832	4165852	-	AT1G12260
chr1	4183066	4186124	-	AT1G12300
chr1	4247249	4250630	+	AT1G12460
chr1	4319886	4322945	-	AT1G12680
chr1	4334615	4337844	+	AT1G12730
chr1	4344985	4348328	-	AT1G12750
chr1	4361551	4365331	-	AT1G12800
chr1	4436105	4439476	-	AT1G13000
chr1	4440544	4443684	-	AT1G13020
chr1	4444043	4447406	-	AT1G13030
chr1	4474720	4477941	+	AT1G13130
chr1	4484584	4488577	+	AT1G13160
chr1	4495028	4498469	+	AT1G13180
chr1	4638514	4642104	-	AT1G13560
chr1	4669784	4672957	-	AT1G13630
chr1	4743205	4746956	-	AT1G13860
chr1	4779523	4782542	-	AT1G13970
chr1	4864902	4868000	+	AT1G14240
chr1	4868452	4871488	+	AT1G14250
chr1	4907953	4911168	+	AT1G14350
chr1	4918010	4921596	-	AT1G14380
chr1	4983535	4987375	+	AT1G14570
chr1	4989562	4992732	+	AT1G14580
chr1	5051760	5055252	-	AT1G14690
chr1	5061866	5065178	-	AT1G14710
chr1	5079407	5082520	-	AT1G14750
chr1	5090990	5094152	+	AT1G14780
chr1	5111955	5115497	-	AT1G14840
chr1	5139712	5143689	-	AT1G14910
chr1	5173097	5176223	-	AT1G15020
chr1	5183607	5186974	-	AT1G15060
chr1	5199018	5202175	+	AT1G15110
chr1	5206002	5209915	-	AT1G15130
chr1	5269019	5272058	-	AT1G15310
chr1	5306061	5309514	-	AT1G15440
chr1	5320615	5323895	-	AT1G15490
chr1	5362009	5365549	+	AT1G15570
chr1	5398990	5402733	+	AT1G15690
